event_date,year,disorder_type,event_type,sub_event_type,actor1,inter1,admin1,admin2,location,latitude,longitude,fatalities
2024-02-24,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Zamfara,Gusau,Gusau,12.1628,6.6614,30.0
2024-02-23,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Imo,Owerri West,Irete,5.5192,6.9898,1.0
2024-02-23,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Sokoto,Wamakko,Sokoto,13.048,5.2143,2.0
2024-02-23,2024,Strategic developments,Strategic developments,Looting/property destruction,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Yobe,Damaturu,Damaturu,11.747,11.9608,0.0
2024-02-23,2024,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),3,Kwara,Ifelodun,Omupo,8.2749,4.7956,1.0
2024-02-23,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Sokoto,Wurno,Arba,13.2964,5.549,5.0
2024-02-23,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Zamfara,Bungudu,Kwatarkwashi,12.1408,6.822,12.0
2024-02-23,2024,Political violence,Violence against civilians,Attack,Black Axe (Nigeria),3,Kwara,Ilorin East,Ibagun,8.5317,4.5435,1.0
2024-02-23,2024,Political violence,Violence against civilians,Attack,Black Axe (Nigeria),3,Kwara,Ilorin East,Illorin,8.5,4.55,1.0
2024-02-23,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Abuja,9.0833,7.5333,0.0
2024-02-23,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Lagos,Ifako,Ogba,6.6277,3.3342,0.0
2024-02-23,2024,Political violence,Battles,Armed clash,Red Axe (Nigeria),3,Benue,Makurdi,North Bank,7.7549,8.5444,4.0
2024-02-23,2024,Political violence,Battles,Armed clash,NSVC: Niger State Vigilante Corps,3,Niger,Shiroro,Bassa,10.0986,6.6197,3.0
2024-02-23,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Anambra,Idemili North,Umuoji,6.1404,6.9114,1.0
2024-02-23,2024,Political violence,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),4,Kaduna,Kachia,Gidan Busa,9.7858,7.4494,2.0
2024-02-23,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Federal Capital Territory,Bwari,Kuduru,9.2878,7.3468,1.0
2024-02-22,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Birnin Gwari,Maganda,10.9282,6.7545,1.0
2024-02-22,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Chikun,Ungwan Liman Riyawa,10.6833,7.2,6.0
2024-02-22,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Igabi,Igabi,10.7889,7.7749,1.0
2024-02-22,2024,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),5,Kwara,Moro,Malete,8.7,4.4666,0.0
2024-02-22,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Osun,Osogbo,Oshogbo,7.7667,4.5667,0.0
2024-02-22,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Kankara,Kankara,11.9302,7.4127,0.0
2024-02-22,2024,Political violence,Battles,Armed clash,Unidentified Cult Militia (Nigeria),3,Delta,Aniocha South,Ogwashi-Uku,6.1782,6.5243,1.0
2024-02-22,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Abuja,9.0833,7.5333,0.0
2024-02-22,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Lagos,Ifako,Ogba,6.6277,3.3342,1.0
2024-02-22,2024,Political violence,Violence against civilians,Attack,Niger Communal Militia (Nigeria),4,Niger,Shiroro,Bassa,10.0986,6.6197,2.0
2024-02-22,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Giwa,Magaba,11.1095,7.1859,0.0
2024-02-22,2024,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Nganzai,Gajiram,12.493,13.2091,0.0
2024-02-22,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Abia,Umuahia North,Umuahia,5.5263,7.4896,0.0
2024-02-22,2024,Demonstrations,Protests,Protest with intervention,Protesters (Nigeria),6,Jigawa,Dutse,Dutse,11.7594,9.3392,0.0
2024-02-22,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),4,Zamfara,Talata Mafara,Talata Mafara,12.5684,6.0623,0.0
2024-02-22,2024,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),5,Niger,Suleja,Suleja,9.1758,7.1808,0.0
2024-02-22,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Rivers,Port Harcourt,Port Harcourt,4.7774,7.0134,0.0
2024-02-21,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Delta,Isoko North,Ozoro,5.5419,6.2275,0.0
2024-02-21,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Niger,Borgu,Tunga Umoru,10.4284,3.8621,1.0
2024-02-21,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Katsina,Kankara,Yargoje,11.8693,7.4756,0.0
2024-02-21,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Faskari,Faskari,11.7196,7.0272,3.0
2024-02-21,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Benue,Kwande,Kwande,6.801,9.4702,0.0
2024-02-21,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Katsina,Faskari,Faskari,11.7196,7.0272,7.0
2024-02-21,2024,Political violence,Violence against civilians,Sexual violence,Unidentified Armed Group (Nigeria),3,Benue,Otukpo,Opah,7.5594,8.0048,2.0
2024-02-21,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Federal Capital Territory,Abuja Municipal,Apo Resettlement,8.97,7.5043,0.0
2024-02-21,2024,Political violence,Battles,Armed clash,Katsina Communal Militia (Nigeria),4,Katsina,Sabuwa,Sabuwa,11.173,7.1172,5.0
2024-02-21,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Katsina,Malumfashi,Malumfashi,11.7853,7.6218,27.0
2024-02-21,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Kwara,Ilorin West,Ilorin,8.4875,4.5235,0.0
2024-02-21,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Benue,Ukum,Chito,7.7549,9.4967,0.0
2024-02-21,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Borno,Bama,Banki,11.2551,14.1482,0.0
2024-02-21,2024,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),3,Rivers,Obio,Rumuodomaya,4.8933,7.0022,2.0
2024-02-20,2024,Political violence,Battles,Armed clash,Zamfara Communal Militia (Nigeria),4,Zamfara,Maru,Maru,12.3342,6.4057,0.0
2024-02-20,2024,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Nigeria),3,Benue,Apa,Akpete,7.7555,7.8217,0.0
2024-02-20,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Borno,Bama,Bama,11.5221,13.6856,10.0
2024-02-20,2024,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa),2,Borno,Damboa,Waijroko,10.9339,12.5268,0.0
2024-02-20,2024,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),3,Ebonyi,Izzi,Iboko,6.4065,8.2332,4.0
2024-02-20,2024,Political violence,Battles,Armed clash,Kaduna Communal Militia (Nigeria),4,Kaduna,Birnin Gwari,Birnin Gwari,10.6637,6.54,1.0
2024-02-20,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Faskari,Faskari,11.7196,7.0272,0.0
2024-02-20,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Kurfi,Wurma,12.5782,7.4347,9.0
2024-02-20,2024,Strategic developments,Strategic developments,Arrests,Police Forces of Nigeria (2023-),1,Nassarawa,Nasarawa Eggon,Alogani,8.7167,8.5333,0.0
2024-02-20,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),4,Zamfara,Tsafe,Magazu,11.9116,6.9539,0.0
2024-02-20,2024,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa),2,Borno,Damboa,Damboa,11.156,12.7576,0.0
2024-02-20,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Katsina,Jibia,Gulbin Baure Forest Reserve,13.0,7.1166,0.0
2024-02-20,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Ogun,Abeokuta North,Ibara-Orile,7.1421,3.2435,1.0
2024-02-20,2024,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Yobe,Gujba,Buni Yadi,11.2689,11.9994,1.0
2024-02-20,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Lagos,Ikeja,Alausa,6.6096,3.3566,0.0
2024-02-20,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Benue,Otukpo,Opah,7.5594,8.0048,3.0
2024-02-20,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Lagos,Oshodi,Isolo,6.5292,3.3217,0.0
2024-02-20,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Dutsinma,Dutsin Ma,12.4517,7.4981,0.0
2024-02-20,2024,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Jere,Khaddamari,11.9259,13.2306,0.0
2024-02-20,2024,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Jere,Zabarmari,11.9,13.181,0.0
2024-02-19,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Niger Communal Militia (Nigeria),4,Niger,Muya,Dangunu,9.9872,7.0661,0.0
2024-02-19,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Niger Communal Militia (Nigeria),4,Niger,Muya,Sarkin Pawa,10.0209,7.1124,0.0
2024-02-19,2024,Strategic developments,Strategic developments,Agreement,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Kukawa,Doron Baga,13.1164,13.8609,0.0
2024-02-19,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Enugu,Enugu South,Obeagu Awkunanaw,6.3795,7.4894,0.0
2024-02-19,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Faskari,Faskari,11.7196,7.0272,1.0
2024-02-19,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Faskari,Nassarawa,11.6377,7.1013,3.0
2024-02-19,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Faskari,Ruwan Godiya,11.7592,7.2149,0.0
2024-02-19,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Ondo,Owo,Owo,7.1962,5.5868,0.0
2024-02-19,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Sokoto,Kware,Kware,13.213,5.2632,1.0
2024-02-19,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa),2,Borno,Bama,Bama,11.5221,13.6856,0.0
2024-02-19,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Delta,Udu,Ohwase,5.5072,5.7897,1.0
2024-02-19,2024,Political violence,Battles,Armed clash,Opolo Communal Militia (Nigeria),4,Bayelsa,Yenagoa,Opolo,4.9572,6.3621,2.0
2024-02-19,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Bayelsa,Yenagoa,Opolo,4.9572,6.3621,0.0
2024-02-19,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Benue,Apa,Ugbokpo,7.658,7.8837,1.0
2024-02-19,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Anambra,Awka North,Achalla,6.3347,6.9886,0.0
2024-02-19,2024,Political violence,Battles,Armed clash,Zurmi Communal Militia (Nigeria),4,Zamfara,Zurmi,Boko,12.77,6.4614,3.0
2024-02-19,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Oyo,Ibadan North,Agodi,7.4035,3.9132,0.0
2024-02-19,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Oyo,Ibadan North West,Ibadan,7.3776,3.9059,0.0
2024-02-19,2024,Political violence,Violence against civilians,Attack,Sokoto Communal Militia (Nigeria),4,Sokoto,Gwadabawa,Gwadabawa,13.3582,5.2381,0.0
2024-02-19,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Delta,Ndokwa West,Kwale,5.7063,6.4374,4.0
2024-02-19,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Kano,Kano Municipal,Kano,12.0,8.5167,0.0
2024-02-19,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Talata Mafara,Makera,12.557,6.1424,9.0
2024-02-19,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Edo,Oredo,Benin City,6.3351,5.6275,0.0
2024-02-19,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Federal Capital Territory,Abuja Municipal,Wuse,9.0706,7.4675,0.0
2024-02-19,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Wuse,9.0706,7.4675,0.0
2024-02-19,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Benue,Otukpo,Oturkpo,7.1914,8.1333,0.0
2024-02-18,2024,Political violence,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),4,Kaduna,Kajuru,Kufana,10.2962,7.7537,12.0
2024-02-18,2024,Political violence,Battles,Armed clash,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Niger,Shiroro,Alawa,10.3228,6.6542,0.0
2024-02-18,2024,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Plateau,Barkin Ladi,Barkin Ladi,9.5333,8.9,2.0
2024-02-18,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Yobe,Damaturu,Kukareta,11.8957,12.1802,3.0
2024-02-18,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Maradun,Maradun,12.5657,6.244,4.0
2024-02-18,2024,Political violence,Battles,Armed clash,Zamfara Communal Militia (Nigeria),4,Zamfara,Zurmi,Zurmi,12.7776,6.7834,1.0
2024-02-18,2024,Political violence,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Damboa,Damboa,11.156,12.7576,0.0
2024-02-18,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Borno,Konduga,Malari,11.6539,13.4216,3.0
2024-02-18,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Borno,Shani,Buma,10.2997,12.2326,0.0
2024-02-18,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Borno,Marte,Marte,12.3611,13.8246,20.0
2024-02-18,2024,Strategic developments,Strategic developments,Change to group/activity,Military Forces of Nigeria (2023-),1,Benue,Apa,Ugbokpo,7.658,7.8837,0.0
2024-02-18,2024,Political violence,Violence against civilians,Attack,Niger Communal Militia (Nigeria),4,Niger,Shiroro,Bassa,10.0986,6.6197,3.0
2024-02-18,2024,Strategic developments,Strategic developments,Other,Civilians (Nigeria),7,Niger,Shiroro,Bassa,10.0986,6.6197,0.0
2024-02-18,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Enugu,Udi,Umuoka,6.5704,7.3614,0.0
2024-02-18,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Niger,Suleja,Suleja,9.1758,7.1808,0.0
2024-02-17,2024,Political violence,Violence against civilians,Sexual violence,Unidentified Armed Group (Nigeria),3,Imo,Owerri West,Ihiagwa,5.3993,7.009,0.0
2024-02-17,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Imo,Owerri West,Ihiagwa,5.3993,7.009,0.0
2024-02-17,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Kogi,Kabba,Chokochoko,7.9232,6.3039,0.0
2024-02-17,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Plateau,Pankshin,Pankshin,9.3333,9.45,2.0
2024-02-17,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Tsafe,Magazu,11.9116,6.9539,1.0
2024-02-17,2024,Political violence,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Bama,Bama,11.5221,13.6856,0.0
2024-02-17,2024,Political violence,Violence against civilians,Attack,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Gwoza,Jege,11.0623,13.6234,2.0
2024-02-17,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Kankara,Yargoje,11.8693,7.4756,0.0
2024-02-17,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Taraba,Ibi,Sarkin-Kudu,8.3175,9.7252,0.0
2024-02-17,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),4,Zamfara,Kaura Namoda,Kuriya,12.4872,6.5512,0.0
2024-02-17,2024,Political violence,Violence against civilians,Attack,Illela Communal Militia (Nigeria),4,Sokoto,Illela,Damba,13.5786,5.2256,3.0
2024-02-17,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),4,Zamfara,Gusau,Mareri,12.1447,6.7101,0.0
2024-02-17,2024,Political violence,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),4,Kaduna,Kudan,Ungwan Sarkin Noma,11.2757,7.8174,3.0
2024-02-17,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Enugu,Enugu East,Nkwo Nike,6.5092,7.5101,0.0
2024-02-17,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Batsari,Nahuta,12.7227,7.1678,2.0
2024-02-17,2024,Political violence,Violence against civilians,Attack,Sokoto Communal Militia (Nigeria),4,Sokoto,Gwadabawa,Gwadabawa,13.3582,5.2381,0.0
2024-02-17,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Rivers,Ahoada,Ahoada,5.074,6.6535,1.0
2024-02-17,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Kaduna Communal Militia (Nigeria),4,Kaduna,Kagarko,Janjala,9.55,7.6833,0.0
2024-02-17,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Edo,Oredo,Benin City,6.3351,5.6275,0.0
2024-02-17,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Kaduna Communal Militia (Nigeria),4,Kaduna,Kachia,Kachia,9.8734,7.9541,0.0
2024-02-17,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),4,Zamfara,Gusau,Gusau,12.1628,6.6614,0.0
2024-02-16,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Yobe,Gujba,Lamisuri,11.4609,12.0752,4.0
2024-02-16,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Ekiti,Emure,Emure-Ekiti,7.4361,5.4593,1.0
2024-02-16,2024,Political violence,Violence against civilians,Attack,Anambra State Anti-Touts Agency (Nigeria),3,Anambra,Onisha North,Onitsha,6.1454,6.7885,1.0
2024-02-16,2024,Political violence,Violence against civilians,Attack,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Yobe,Gujba,Gujba,11.5032,11.9367,1.0
2024-02-16,2024,Political violence,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),4,Kaduna,Kauru,Kwassam,10.3997,8.2862,6.0
2024-02-16,2024,Political violence,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),4,Kaduna,Igabi,Kerawa,10.9667,7.4167,3.0
2024-02-16,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Lagos,Mushin,Mushin,6.5263,3.3571,0.0
2024-02-16,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Delta,Warri North,Koko,6.0011,5.4675,0.0
2024-02-16,2024,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Damboa,Damboa,11.156,12.7576,2.0
2024-02-16,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Taraba,Zing,Monkin,8.8411,11.6994,0.0
2024-02-16,2024,Political violence,Violence against civilians,Attack,Niger Communal Militia (Nigeria),4,Niger,Shiroro,Alawa,10.3228,6.6542,2.0
2024-02-16,2024,Political violence,Battles,Armed clash,Niger Communal Militia (Nigeria),4,Niger,Shiroro,Alawa,10.3228,6.6542,1.0
2024-02-16,2024,Political violence,Violence against civilians,Sexual violence,Unidentified Armed Group (Nigeria),3,Delta,Aniocha South,Ogwashi-Uku,6.1782,6.5243,1.0
2024-02-16,2024,Political violence,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Damboa,Damboa,11.156,12.7576,0.0
2024-02-16,2024,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (West Africa),2,Borno,Damboa,Damboa,11.156,12.7576,0.0
2024-02-16,2024,Political violence,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),4,Kaduna,Igabi,Igabi,10.7889,7.7749,3.0
2024-02-16,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Plateau,Bokkos,Bokkos,9.2993,8.9954,1.0
2024-02-16,2024,Strategic developments,Strategic developments,Looting/property destruction,Katsina Communal Militia (Nigeria),4,Katsina,Batsari,Wagini,12.6878,7.1958,0.0
2024-02-16,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Batsari,Wagini,12.6878,7.1958,1.0
2024-02-16,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Bauchi,Bauchi,Yelwa,10.3066,9.8034,0.0
2024-02-15,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Kankara,Kankara,11.9302,7.4127,0.0
2024-02-15,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Musawa,Dangani,12.0858,7.5674,0.0
2024-02-15,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Sokoto Communal Militia (Nigeria),4,Sokoto,Wamakko,Gedawa,13.0926,5.113,0.0
2024-02-15,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Osun,Atakumosa East,Kajola,7.7221,4.6334,0.0
2024-02-15,2024,Political violence,Violence against civilians,Attack,Military Forces of Nigeria (2023-),1,Abia,Isiala Ngwa South,Owerri-Nta,5.3024,7.2889,1.0
2024-02-15,2024,Political violence,Battles,Armed clash,Katsina Communal Militia (Nigeria),4,Katsina,Musawa,Dangani,12.0858,7.5674,0.0
2024-02-15,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Ogun,Ado-Odo,Sanngo-Ota,6.7053,3.2398,0.0
2024-02-15,2024,Strategic developments,Strategic developments,Looting/property destruction,Zamfara Communal Militia (Nigeria),4,Zamfara,Zurmi,Zurmi,12.7776,6.7834,0.0
2024-02-15,2024,Political violence,Violence against civilians,Sexual violence,Unidentified Armed Group (Nigeria),3,Delta,Aniocha South,Ogwashi-Uku,6.1782,6.5243,0.0
2024-02-15,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Cross River,Calabar Municipal,Calabar,4.9667,8.3333,0.0
2024-02-15,2024,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Benue,Apa,Ugbokpo,7.658,7.8837,3.0
2024-02-15,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Kiyawa,Nasarawa Godel,12.5027,6.8149,7.0
2024-02-15,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Oyo,Ibadan North West,Ibadan,7.3776,3.9059,0.0
2024-02-15,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Kaduna,Giwa,Galadimawa,11.061,7.3071,0.0
2024-02-15,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Federal Capital Territory,Abaji,Abaji,8.4667,6.95,0.0
2024-02-15,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Federal Capital Territory,Kuje,Kuje,8.8762,7.2257,0.0
2024-02-14,2024,Strategic developments,Strategic developments,Arrests,Police Forces of Nigeria (2023-) NSCDC: Nigeria Security and Civil Defence Corps,1,Niger,Gurara,Lambata,9.2898,7.0089,0.0
2024-02-14,2024,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Nigeria),3,Enugu,Enugu South,Uwani,6.4088,7.5006,0.0
2024-02-14,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Nassarawa,Awe,Tunga,8.0017,9.3232,0.0
2024-02-14,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Enugu,Enugu North,Enugu,6.4426,7.5022,0.0
2024-02-14,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Osun,Obokun,Esa Oke,7.7667,4.9,0.0
2024-02-14,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Akwa Ibom,Eastern Obolo,Okoro Ete,4.5395,7.7517,0.0
2024-02-14,2024,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Yobe,Gujba,Gujba,11.5032,11.9367,3.0
2024-02-14,2024,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Benue,Apa,Ikobi,7.7295,7.9734,4.0
2024-02-14,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Kankara,Yargoje,11.8693,7.4756,3.0
2024-02-14,2024,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Nigeria (2023-),1,Plateau,Mangu,Mangu,9.5206,9.0977,0.0
2024-02-14,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Sokoto,Gwadabawa,Gigani,13.4906,5.2335,1.0
2024-02-14,2024,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),5,Delta,Ughelli North,Ughelli,5.4899,6.0074,0.0
